temperature_mean (°C),temperature_max (°C),temperature_min (°C),wind_speed_max (km/h),wind_gusts_max (km/h),rain_sum (mm),wind_gusts_mean (km/h),wind_speed_mean (km/h),wind_gusts_min (km/h),wind_speed_min (km/h),weather_code (wmo code),relative_humidity_mean (%),relative_humidity_max (%),relative_humidity_min (%),year_month,date
25.703333333333333,29.346666666666668,23.313333333333333,17.203333333333333,36.36,14.483333333333333,21.14,10.056666666666667,9.443333333333333,4.08,60.2,88.03333333333333,97.16666666666667,72.53333333333333,2024-11,2024-11-01
26.141935483870967,29.548387096774192,23.383870967741935,16.91290322580645,32.21935483870968,3.8225806451612905,20.65806451612903,10.383870967741935,9.406451612903227,4.764516129032257,50.61290322580645,84.90322580645162,95.54838709677419,68.93548387096774,2024-12,2024-12-01
25.4,29.148387096774194,22.596774193548388,19.73548387096774,38.274193548387096,6.212903225806452,26.403225806451612,13.86774193548387,16.864516129032257,8.709677419354838,45.12903225806452,83.2258064516129,94.2258064516129,67.25806451612904,2025-01,2025-01-01
26.514285714285712,31.717857142857145,22.29642857142857,18.510714285714283,36.375,0.9571428571428572,25.532142857142855,13.103571428571428,15.903571428571428,8.442857142857143,22.714285714285715,75.71428571428571,94.07142857142857,51.32142857142857,2025-02,2025-02-01
27.164516129032258,32.096774193548384,23.32903225806452,14.887096774193548,31.65806451612903,4.570967741935483,19.016129032258064,8.670967741935485,8.125806451612904,3.5290322580645164,50.064516129032256,80.64516129032258,96.45161290322581,57.225806451612904,2025-03,2025-03-01
27.87,31.793333333333337,24.75,18.12,37.61333333333334,5.206666666666666,24.05,11.870000000000001,13.093333333333334,5.993333333333333,55.333333333333336,81.13333333333334,94.4,63.5,2025-04,2025-04-01
29.258064516129032,32.196774193548386,26.606451612903225,26.66774193548387,51.18387096774194,3.5903225806451613,38.858064516129026,20.68064516129032,26.383870967741935,14.696774193548388,51.83870967741935,76.2258064516129,88.51612903225806,63.096774193548384,2025-05,2025-05-01
28.583333333333332,31.07,26.676666666666666,29.236666666666668,55.50333333333333,2.5933333333333337,43.63333333333333,23.59333333333333,32.81333333333333,18.64,43.13333333333333,77.9,87.73333333333333,65.23333333333333,2025-06,2025-06-01
28.62258064516129,31.751612903225805,26.42258064516129,28.896774193548385,55.309677419354834,0.7,42.54838709677419,22.66774193548387,30.370967741935484,16.93548387096774,28.677419354838708,75.74193548387096,87.96774193548387,58.516129032258064,2025-07,2025-07-01
28.089999999999996,31.47,25.860000000000003,23.16,45.37,1.1600000000000001,34.96,18.4,24.009999999999998,13.48,48.0,77.3,90.3,60.2,2025-08,2025-08-01
